Thread ID: 70192904830480
Total: 0.614759
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      0.000     0.000     0.000     0.000       12   Float#round 
  0.00      0.003     0.000     0.000     0.003        6   Enumerable#find_all 
  0.00      0.010     0.000     0.000     0.010        1   <Class::SortedSet>#setup 
  0.00      0.000     0.000     0.000     0.000        2   ChunkyPNG::Chunk::Text#initialize 
  0.00      0.011     0.000     0.000     0.011        2  *SortedSet#initialize 
  0.00      0.000     0.000     0.000     0.000        8   String#to_i 
  0.00      0.000     0.000     0.000     0.000        2   Kolors::DominantColors#remote_source_image? 
  0.00      0.614     0.000     0.000     0.614        1   <Class::Cocaine::CommandLine>#runner 
  0.00      0.000     0.000     0.000     0.000       12   Ai4r::Data::DataSet#get_index 
  0.00      0.003     0.000     0.000     0.003        5   Ai4r::Data::DataSet#initialize 
  0.00      0.615     0.000     0.000     0.615        1   Global#[No method] 
  0.00      0.000     0.000     0.000     0.000        8   Array#pop 
  0.00      0.000     0.000     0.000     0.000        8   Gem::Specification#platform 
  0.00      0.000     0.000     0.000     0.000        4   Gem::Specification#runtime_dependencies 
  0.00      0.000     0.000     0.000     0.000        9   <Class::Delegator>#const_missing 
  0.00      0.003     0.000     0.000     0.003        5   Ai4r::Data::DataSet#set_data_items 
  0.00      0.603     0.000     0.000     0.603        1   <Class::ChunkyPNG::Image>#from_datastream 
  0.00      0.000     0.000     0.000     0.000        4   Kolors::Rgb#to_lab 
  0.00      0.000     0.000     0.000     0.000        1   <Class::ChunkyPNG::Chunk::ImageData>#read 
  0.00      0.000     0.000     0.000     0.000       10   String#initialize_copy 
  0.00      0.000     0.000     0.000     0.000        4   String#<=> 
  0.00      0.000     0.000     0.000     0.000        4   Gem::Specification#dependencies 
  0.00      0.000     0.000     0.000     0.000       16   Symbol#== 
  0.00      0.000     0.000     0.000     0.000        1   Dir::Tmpname#make_tmpname 
  0.00      0.000     0.000     0.000     0.000        9   Kernel#block_given? 
  0.00      0.000     0.000     0.000     0.000       16   Kernel#respond_to? 
  0.00      0.000     0.000     0.000     0.000        3   Cocaine::CommandLine#shell_quote 
  0.00      0.000     0.000     0.000     0.000        5   Array#fetch 
  0.00      0.000     0.000     0.000     0.000        1   Tempfile#unlink 
  0.00      0.000     0.000     0.000     0.000        8   Array#initialize_copy 
  0.00      0.029     0.000     0.000     0.029        4   Ai4r::Data::DataSet#get_mean_or_mode 
  0.00      0.000     0.000     0.000     0.000        2   Tempfile#path 
  0.00      0.000     0.000     0.000     0.000        5   SortedSet#add 
  0.00      0.000     0.000     0.000     0.000        4   Kolors::Rgb#initialize 
  0.00      0.003     0.000     0.000     0.003        1   <Class::Cocaine::CommandLine>#best_runner 
  0.00      0.011     0.000     0.000     0.011        2  *ChunkyPNG::Palette#initialize 
  0.00      0.564     0.000     0.000     0.564        1   Ai4r::Clusterers::KMeans#build 
  0.00      0.000     0.000     0.000     0.000        1   Enumerable#each_slice 
  0.00      0.000     0.000     0.000     0.000       16   Float#* 
  0.00      0.000     0.000     0.000     0.000        1   Kolors::DominantColors#cleanup_temporary_files! 
  0.00      0.000     0.000     0.000     0.000        2   String#end_with? 
  0.00      0.000     0.000     0.000     0.000        7   Kernel#rand 
  0.00      0.000     0.000     0.000     0.000        1   ChunkyPNG::Canvas::PNGDecoding#decode_png_pixelstream 
  0.00      0.000     0.000     0.000     0.000        1   <Class::ChunkyPNG::Chunk::End>#read 
  0.00      0.000     0.000     0.000     0.000        4   Array#eql? 
  0.00      0.000     0.000     0.000     0.000        4   Exception#message 
  0.00      0.000     0.000     0.000     0.000        1   Array#sort! 
  0.00      0.002     0.000     0.000     0.002        2   <Module::Gem>#try_activate 
  0.00      0.000     0.000     0.000     0.000        5   Set#add 
  0.00      0.000     0.000     0.000     0.000        1   Tempfile#close! 
  0.00      0.000     0.000     0.000     0.000        4   Hash#merge 
  0.00      0.000     0.000     0.000     0.000       12   Float#/ 
  0.00      0.000     0.000     0.000     0.000        4   Ai4r::Data::DataSet#set_data_labels 
  0.00      0.000     0.000     0.000     0.000       12   Module#method_added 
  0.00      0.000     0.000     0.000     0.000        2   Kernel#raise 
  0.00      0.000     0.000     0.000     0.000        1   Tempfile#initialize 
  0.00      0.000     0.000     0.000     0.000        1   Tempfile#_close 
  0.00      0.000     0.000     0.000     0.000        1   Array#initialize 
  0.00      0.000     0.000     0.000     0.000        1   Cocaine::CommandLine::ProcessRunner#spawn 
  0.00      0.615     0.000     0.000     0.615       43  *Class#new 
  0.00      0.000     0.000     0.000     0.000        1   Set#initialize 
  0.00      0.029     0.000     0.000     0.029        1   Ai4r::Clusterers::KMeans#recompute_centroids 
  0.00      0.005     0.000     0.000     0.005        2   Enumerable#each_with_index 
  0.00      0.000     0.000     0.000     0.000        3   Cocaine::CommandLine#unix? 
  0.00      0.000     0.000     0.000     0.000        1   ChunkyPNG::Canvas#initialize 
  0.00      0.000     0.000     0.000     0.000        1   <Class::Dir>#tmpdir 
  0.00      0.000     0.000     0.000     0.000        3   String#split 
  0.00      0.000     0.000     0.000     0.000        1   <Class::IO>#pipe 
  0.00      0.614     0.000     0.000     0.614        1   Cocaine::CommandLine#initialize 
  0.00      0.000     0.000     0.000     0.000        1   ChunkyPNG::Chunk::End#initialize 
  0.00      0.000     0.000     0.000     0.000        1   Set#merge 
  0.00      0.000     0.000     0.000     0.000        2   String#bytesize 
  0.00      0.000     0.000     0.000     0.000        5   Hash#initialize_copy 
  0.00      0.002     0.000     0.000     0.002        1   <Class::Cocaine::CommandLine>#posix_spawn_available? 
  0.00      0.000     0.000     0.000     0.000        1   Ai4r::Data::DataSet#default_data_labels 
  0.00      0.000     0.000     0.000     0.000        2   Ai4r::Clusterers::KMeans#stop_criteria_met 
  0.00      0.000     0.000     0.000     0.000        3   <Module::Kolors>#options 
  0.00      0.000     0.000     0.000     0.000        1   ChunkyPNG::Datastream#imagedata 
  0.00      0.000     0.000     0.000     0.000        1   <Class::ChunkyPNG::Chunk::ImageData>#combine_chunks 
  0.00      0.615     0.000     0.000     0.615        1   Kolors::DominantColors#create_thumb_crop_and_convert_to_png! 
  0.00      0.002     0.000     0.000     0.002        2   <Class::Gem::Specification>#find_inactive_by_path 
  0.00      0.000     0.000     0.000     0.000        1   #<Module:0x007fae1ea2e350>#rand 
  0.00      0.000     0.000     0.000     0.000        1   Cocaine::CommandLine#command 
  0.00      0.000     0.000     0.000     0.000        1   Tempfile#close 
  0.00      0.005     0.000     0.000     0.005        2   Enumerable#collect 
  0.00      0.000     0.000     0.000     0.000        7   Hash#[]= 
  0.00      0.000     0.000     0.000     0.000        2   Fixnum#=== 
  0.00      0.000     0.000     0.000     0.000       12   Float#eql? 
  0.00      0.000     0.000     0.000     0.000        2   IO#initialize 
  0.00      0.001     0.000     0.000     0.001        1   Cocaine::CommandLine#execute 
  0.00      0.005     0.000     0.000     0.005        1   Enumerator#each 
  0.00      0.000     0.000     0.000     0.000        1   Ai4r::Clusterers::KMeans#initialize 
  0.00      0.535     0.000     0.000     0.535        1   Ai4r::Clusterers::KMeans#calculate_membership_clusters 
  0.00      0.000     0.000     0.000     0.000        1   ChunkyPNG::Palette#can_decode? 
  0.00      0.000     0.000     0.000     0.000        2  *Kolors::DominantColors#open_downsampled_image 
  0.00      0.000     0.000     0.000     0.000        4   Ai4r::Data::DataSet#check_data_labels 
  0.00      0.000     0.000     0.000     0.000        1   <Class::File>#stat 
  0.00      0.000     0.000     0.000     0.000        1   Set#do_with_enum 
  0.00      0.000     0.000     0.000     0.000        1   Kolors::DominantColors#open_source_image 
  0.00      0.000     0.000     0.000     0.000        4   Exception#to_s 
  0.00      0.000     0.000     0.000     0.000        1   <Class::Tempfile>#open 
  0.00      0.000     0.000     0.000     0.000        8   Fixnum#to_f 
  0.00      0.000     0.000     0.000     0.000        1   Tempfile::Remover#initialize 
  0.00      0.000     0.000     0.000     0.000        2   String#start_with? 
  0.00      0.000     0.000     0.000     0.000        3   Kernel#!~ 
  0.00      0.000     0.000     0.000     0.000        1   Kolors::DominantColors#percentize 
  0.00      0.000     0.000     0.000     0.000        1   ChunkyPNG::Datastream#metadata 
  0.00      0.000     0.000     0.000     0.000        1   Cocaine::CommandLine#environment 
  0.00      0.000     0.000     0.000     0.000        1   ChunkyPNG::Image#initialize 
  0.00      0.000     0.000     0.000     0.000        3   <Object::Object>#[] 
  0.00      0.000     0.000     0.000     0.000        5   Hash#delete 
  0.00      0.000     0.000     0.000     0.000        1   <Class::File>#join 
  0.00      0.000     0.000     0.000     0.000        1   #<Class:0x007fae1ea2c730>#__setobj__ 
  0.00      0.000     0.000     0.000     0.000        1   Array#[] 
  0.00      0.000     0.000     0.000     0.000        1   Dir::Tmpname#tmpdir 
  0.00      0.000     0.000     0.000     0.000        1   Kolors::DominantColors#group_hashes_sum_values 
  0.00      0.000     0.000     0.000     0.000        1   Module#remove_method 
  0.00      0.000     0.000     0.000     0.000        1   Time#initialize 
  0.00      0.000     0.000     0.000     0.000        1   <Module::ObjectSpace>#define_finalizer 
  0.00      0.000     0.000     0.000     0.000        1   <Class::Hash>#try_convert 
  0.00      0.000     0.000     0.000     0.000        1   SortedSet#merge 
  0.00      0.000     0.000     0.000     0.000        1   Cocaine::CommandLine#interpolate 
  0.00      0.000     0.000     0.000     0.000        1   IO#binmode 
  0.00      0.000     0.000     0.000     0.000        1   <Class::Time>#now 
  0.00      0.000     0.000     0.000     0.000        2   Fixnum#divmod 
  0.00      0.000     0.000     0.000     0.000        1   Delegator#initialize 
  0.00      0.000     0.000     0.000     0.000        1   <Module::ObjectSpace>#undefine_finalizer 
  0.00      0.000     0.000     0.000     0.000        1   ChunkyPNG::Canvas::PNGDecoding#decode_png_without_interlacing 
  0.00      0.000     0.000     0.000     0.000        2   Kernel#kind_of? 
  0.00      0.000     0.000     0.000     0.000        1   Kolors::DominantColors#initialize 
  0.00      0.000     0.000     0.000     0.000        1   Cocaine::CommandLine#colored 
  0.00      0.615     0.000     0.000     0.615        1   Kolors::DominantColors#extract_colors_from_image 
  0.00      0.000     0.000     0.000     0.000        1   Kernel#instance_of? 
  0.00      0.000     0.000     0.000     0.000        1   <Class::Cocaine::CommandLine>#environment 
  0.00      0.000     0.000     0.000     0.000        1   Hash#initialize 
  0.00      0.000     0.000     0.000     0.000        1   Kernel#lambda 
  0.00      0.000     0.000     0.000     0.000        1   Enumerable#each_entry 
  0.00      0.000     0.000     0.000     0.000        1   File::Stat#world_writable? 
  0.00      0.000     0.000     0.000     0.000        1   File#path 
  0.00      0.615     0.000     0.000     0.615        5  *Kolors::DominantColors#kmeans_result 
  0.00      0.000     0.000     0.000     0.000        1   Cocaine::CommandLine#log 
  0.00      0.615     0.000     0.000     0.615        1   Kolors::DominantColors#to_facets 
  0.00      0.000     0.000     0.000     0.000        1   #<Class:0x007fae1ea2c730>#__getobj__ 
  0.00      0.615     0.000     0.000     0.615        1   Kolors::DominantColors#to_lab 
  0.00      0.000     0.000     0.000     0.000        1   Fixnum#~ 
  0.00      0.000     0.000     0.000     0.000        1   BasicObject#equal? 
  0.00      0.000     0.000     0.000     0.000        1   File::Stat#directory? 
  0.00      0.000     0.000     0.000     0.000        1   Module#method_removed 
  0.00      0.000     0.000     0.000     0.000        1   Fixnum#& 
  0.00      0.000     0.000     0.000     0.000        1   File::Stat#sticky? 
  0.00      0.000     0.000     0.000     0.000        1   BasicObject#initialize 
  0.00      0.000     0.000     0.000     0.000        1   #<Module:0x007fae1ea2e350>#block_given? 

* indicates recursively called methods
